@Relation EEGDataTraining_54

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4335.38,3990.26,4278.97,4143.59,4331.28,4605.64,4069.74,4607.18,4203.59,4240.51,4192.82,4296.41,4640.51,4413.33,3972.69,4182.85,4073.63,4163.59,3974.26,3956.71,4009.45,4131.69,4111.28,4052.03,3995.58,4125.23,4034.1,4073.08,4036.98,4062.5,3969.89,4035.89,4191.43,4104.36,4053.48,4055.88,3974.74,3955.53,4032.72,4047.4,4085.21,4059.46,3974.48,4128.74,4107.69,4000.42,4128.01,4106.69,4125.93,4129.05,4065.76,4104.92,4194.55,4136.02,1
4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,4630.77,4225.64,4250.26,4233.33,4300,4638.46,4386.67,4100.56,4132.97,4174.77,3972.56,4173.3,3991.91,4160.63,4101.81,4023.64,4048.03,4051.19,4003.79,4094.66,4086.69,4059.78,4187.52,4185.47,3953.65,4110.93,4092.63,4129.69,4033.58,4029.85,3975.64,4045.89,4030.2,4052.92,4106.05,4118.32,4004.97,4175.79,4050.11,4181.6,4064.32,4074.14,3984.61,3960.37,3951.78,3955.84,4028.8,1
4285.64,3991.79,4246.67,4091.28,4335.38,4618.97,4102.05,4627.18,4215.38,4223.08,4181.54,4277.95,4614.87,4344.1,4118.34,4125.09,4090.95,4129.63,4159.43,4165.42,4009.33,3995.87,3962.08,4058.67,4036.07,4159.4,4199.43,3988.49,4096.87,4017.98,4034.66,4114.26,4152.01,4114.57,4070.65,4137.63,3991.95,4131.28,4141.54,4121.15,4063.05,4177.27,4027.19,4008.76,4063.14,4020.62,3958.44,3967.17,3955.14,4115.4,4014.75,3950.27,4037.61,4054.15,1
4268.21,3976.41,4247.69,4111.28,4328.21,4595.9,4039.49,4619.49,4208.72,4215.38,4191.79,4264.1,4574.87,4330.77,4036.22,4028.83,3966.14,4011.43,4112.24,3982.08,4155.49,3970.36,3996.65,3985.44,3997.28,4047.49,4079.52,4007.57,4166.95,4064.9,3962.71,4096.24,3980.71,4037.87,4014.02,4148.32,4082.41,4097.49,4157.95,4014.88,4096.65,3970.1,3992.63,4163.5,3953.06,4178.18,4125.09,4130.8,4031.76,4013.18,4087.2,4039.65,4063.43,4027.79,1
4289.23,3975.9,4266.67,4105.13,4325.64,4599.49,4093.33,4615.9,4200.51,4226.67,4210.26,4285.64,4624.62,4380.51,4157.83,4018.38,4123.23,4087.79,4104.47,4137.63,4128.79,4003.56,4048.46,3961.36,4099.67,4022.53,4046.18,3972.51,4117.59,4199.64,4065.19,4166.1,3959.38,4053.51,4198.11,4130.0,4166.31,4183.97,4159.3,4133.68,4174.06,4143.07,4094.94,4156.32,4180.12,4143.51,4145.8,3970.49,4010.87,4048.0,4136.04,4020.53,4160.43,3998.98,1
4303.08,3997.95,4264.1,4113.33,4333.85,4626.67,4092.82,4635.9,4234.36,4263.08,4216.92,4294.36,4610.77,4390.26,4131.74,4018.22,4061.69,4174.05,4037.57,3997.47,4049.75,4198.67,4172.06,4120.01,4036.62,4190.59,4100.62,3989.8,4117.68,3985.67,4043.1,4157.73,4075.38,4089.59,4117.29,4070.92,4118.15,4184.74,4114.19,4028.73,4156.19,3994.52,4152.95,4110.29,3964.45,4158.04,4026.1,4024.12,4105.65,4078.92,3974.07,4101.56,4101.93,4120.83,0
4335.9,3984.1,4273.33,4109.74,4349.23,4631.79,4090.26,4613.85,4203.59,4247.18,4215.38,4298.97,4622.05,4393.85,4069.39,4190.31,4139.03,4130.1,3966.49,4115.02,4071.27,4153.99,4181.36,3977.62,4020.63,4024.7,3972.7,3970.54,4137.51,4159.77,4035.28,4050.85,4021.11,4016.17,4154.19,3979.45,4185.03,4038.71,4095.24,4095.17,4131.59,4118.65,4100.79,4088.26,3974.47,4082.95,4011.08,4145.06,4029.01,4165.57,4034.67,4019.62,4040.55,4191.7,1
4296.41,4016.92,4263.08,4117.95,4333.33,4616.92,4089.74,4605.13,4188.21,4214.87,4181.54,4273.85,4578.46,4352.82,4069.9,3992.47,4093.28,4094.51,4047.6,3977.74,4131.16,4062.52,3978.78,4045.9,4080.04,4181.08,3950.79,4045.15,3954.1,4181.56,4019.27,4192.11,4100.02,4148.87,3978.96,4186.77,4169.25,4120.2,4100.61,3958.0,3993.73,4145.77,4000.79,4057.05,4026.88,4092.39,4130.04,4058.61,3982.62,4191.1,3990.87,4011.78,4080.99,3972.78,0
4321.03,3978.46,4254.87,4091.79,4320,4608.21,4086.67,4622.05,4212.31,4221.03,4166.15,4287.69,4610.26,4370.26,4152.77,4165.29,4084.46,4147.86,4199.65,4037.63,4044.34,4126.54,4039.21,4175.73,3981.87,4094.88,3972.16,4111.93,4116.72,4148.16,3974.23,4178.22,4060.5,4070.87,4117.33,4152.19,3961.06,4162.45,4032.21,4125.42,3998.61,3997.26,4013.84,4116.81,4162.39,4119.62,4130.22,3990.75,4144.61,4134.87,4143.37,3984.99,4139.51,4084.22,1
4282.56,4008.72,4251.79,4109.23,4340,4612.82,4048.21,4595.38,4181.54,4225.64,4207.18,4280.51,4627.18,4345.64,4089.24,3950.53,4048.54,4162.2,4011.47,3956.47,4025.43,3969.69,4153.58,4146.86,4055.64,4152.76,4081.84,4053.58,4105.63,4182.15,4016.14,4115.98,3960.0,4129.47,3974.33,4046.99,4174.64,4193.07,4113.51,4135.21,4140.43,4072.4,4108.0,4020.31,3974.51,4080.28,4092.65,3988.25,4130.39,3979.32,4169.55,4030.61,4153.79,3955.29,1
4290.26,3997.44,4253.85,4121.54,4334.87,4617.95,4074.87,4591.79,4189.74,4224.62,4189.23,4274.36,4590.77,4363.59,3994.46,4101.82,4118.55,4183.01,3959.37,3957.42,4081.11,3979.87,4087.06,4106.34,4134.07,4095.53,4066.9,4196.37,3988.03,3983.27,4010.02,4112.99,4177.28,4080.43,4188.66,4057.76,4100.02,4052.01,4021.22,4131.12,4105.61,4102.63,4153.36,4141.81,4065.36,3981.56,3950.25,4125.93,4044.87,4017.71,4037.5,4185.71,4132.41,4016.87,0
4330.26,4025.13,4265.13,4140,4318.46,4623.08,4057.95,4612.82,4207.69,4241.03,4228.72,4294.87,4653.85,4386.15,3993.96,4093.13,4109.54,4176.77,4142.81,3959.16,4143.17,4037.32,3994.79,3960.1,3963.21,4074.5,4026.89,4077.95,4169.86,4157.06,4006.22,4143.47,3961.79,3977.14,4010.26,4014.04,3997.78,4021.22,4106.18,4056.14,4110.63,4007.32,4080.79,3968.36,4120.17,4055.75,4061.01,4068.44,4003.3,4073.65,4078.75,4076.22,4153.58,4101.4,0
4215.38,3967.69,4214.36,4094.36,4331.79,4614.87,4074.36,4610.77,4204.62,4214.36,4171.28,4241.54,4547.69,4290.77,4007.05,3978.15,4184.41,4179.43,4003.58,4097.05,4092.57,4074.33,4125.83,4014.67,4098.76,4074.08,4092.67,4096.85,4185.31,4179.71,4085.97,4184.11,4104.83,4030.2,4010.34,3955.08,4141.84,4081.19,4165.27,4166.58,4044.62,4045.61,4135.37,3983.5,4073.75,4095.47,4194.35,4131.65,4066.17,3983.45,4179.91,4157.14,4144.99,4092.4,0
4290.77,4029.23,4248.21,4132.31,4346.67,4618.97,4085.64,4573.85,4176.92,4211.28,4192.82,4269.23,4585.64,4341.03,4037.21,4094.49,4018.67,4051.45,4170.11,3955.64,4108.95,4007.77,4140.68,3972.82,4089.35,4179.02,4034.06,4077.71,4033.09,3973.73,4003.87,4125.56,4012.12,4135.45,4072.29,4152.3,4075.4,3968.82,3993.42,4153.98,3968.06,4091.77,4004.94,4178.25,4082.56,4101.25,4111.69,3953.14,4010.84,4049.69,4064.97,4117.64,4056.94,4074.97,0
4287.18,4010.26,4256.41,4114.87,4328.72,4617.44,4076.92,4597.44,4188.72,4227.18,4177.44,4271.79,4591.28,4347.18,4096.79,4027.96,3962.74,4182.85,4006.46,3995.13,4071.24,4185.72,4057.52,3993.9,4132.95,4120.6,4044.76,4030.09,3963.5,4141.04,4083.09,4122.78,4190.27,3952.06,4184.43,4172.42,4169.12,4010.86,4157.81,4142.7,4051.34,3971.68,3954.42,4030.99,4195.8,4130.64,4175.15,3971.67,4078.37,4120.34,4097.27,4168.52,3952.99,4073.99,0
4212.31,3972.31,4229.23,4108.21,4338.97,4621.03,4076.41,4611.28,4203.08,4217.95,4175.38,4244.62,4543.08,4274.87,4195.5,4012.99,4184.0,4161.46,4122.2,4024.67,4025.03,4189.47,4097.82,4139.77,4108.98,4179.32,4165.99,4001.76,4004.87,4169.11,4116.61,4095.8,4177.01,4115.42,4033.52,4018.17,3957.14,4110.19,4007.41,4164.47,3983.48,4140.69,4124.96,4176.57,4156.24,3994.12,4054.45,3958.59,3956.06,4100.36,4053.43,3950.19,4030.02,4189.24,1
4318.46,4012.31,4245.64,4119.49,4329.74,4595.38,4061.54,4590.26,4188.21,4228.72,4197.95,4271.79,4608.21,4384.1,3957.95,4196.96,4027.85,4196.72,4187.08,4053.23,4117.64,4094.51,4063.88,3974.13,4131.02,4087.9,4050.95,3994.25,4195.27,4085.67,4142.13,4049.86,4140.31,4090.02,3988.96,3978.04,4178.24,4191.9,4069.83,4182.92,3992.5,3956.8,4157.04,3957.2,4043.08,4043.42,4053.0,4036.05,4040.26,4038.11,4165.78,4190.7,4161.28,4102.47,1
4482.56,4132.31,4308.21,4168.72,4330.77,4583.59,4068.72,4588.72,4185.13,4237.95,4282.05,4349.23,4744.62,4535.38,4188.88,3952.74,4182.13,4112.62,4149.03,4106.74,4122.16,4092.57,4193.28,4111.89,4157.07,4096.05,4177.79,4106.2,4103.17,4054.91,4117.28,3976.19,3955.94,4049.63,4163.21,4135.77,4082.6,3969.18,4132.96,3952.54,4121.22,4064.89,4074.11,4048.08,4111.73,4001.14,3984.76,3967.45,4126.4,3977.27,3969.82,4190.09,4072.15,3983.87,0
4290.77,3942.56,4237.44,4102.05,4315.9,4608.21,4073.85,4619.49,4201.54,4251.28,4195.38,4285.13,4676.92,4389.74,3990.31,4193.38,3958.45,4159.58,4026.59,4074.43,3960.62,4110.44,4114.87,3954.04,4146.65,4013.54,4037.86,4045.73,3980.28,4098.14,4007.62,4099.09,3961.85,4071.43,3978.32,4158.58,4109.83,4078.17,3965.6,4122.96,4142.92,4089.51,4094.08,3979.72,4178.49,4115.12,4081.22,4097.28,4140.58,4114.32,4024.0,4086.77,4007.17,3982.98,1
4378.46,4025.13,4283.59,4122.05,4322.05,4609.23,4056.41,4615.38,4196.41,4230.77,4233.85,4307.69,4650.77,4448.21,4044.26,4031.84,4023.45,4193.24,4146.45,4102.93,4037.21,4070.99,4156.72,3956.61,3974.53,3989.19,3990.96,4137.38,4144.19,3997.06,3994.22,3981.48,4071.47,4079.44,4124.51,4165.69,3997.7,3974.43,4125.25,4172.84,3977.46,4053.31,3950.18,4104.31,3999.27,4197.04,4035.06,4088.27,4049.24,4137.19,3984.24,4003.68,4137.12,4197.81,1
4304.1,4004.62,4272.31,4120,4336.41,4595.9,4034.36,4603.08,4185.64,4226.67,4201.54,4277.95,4613.33,4346.67,4075.81,3982.5,4064.85,4193.11,4034.29,3968.47,4075.9,3969.37,3985.02,4083.28,4044.93,4024.64,3999.62,4071.17,4028.76,4145.88,4088.38,4150.47,4182.35,4062.29,4142.15,4048.39,4040.61,4160.4,4063.21,3954.33,3968.45,4154.68,3997.18,3960.15,4185.59,4007.23,4128.88,4054.91,3975.61,4054.58,4098.34,4087.91,4151.19,3988.72,1
4317.44,3994.36,4264.62,4116.41,4319.49,4615.9,4070.77,4636.41,4216.41,4239.49,4199.49,4286.15,4589.74,4373.85,4043.72,3986.71,3997.38,4166.14,3969.24,3997.27,4056.84,4033.38,4068.13,4058.86,3974.26,4185.69,4148.88,4140.84,4024.82,4136.01,4108.9,4107.18,3952.66,4034.28,4031.14,4041.02,4114.95,4087.69,4052.96,3996.46,4163.43,4010.68,4067.7,3986.6,3979.47,4022.07,4133.21,4042.44,4009.32,4070.46,4166.08,4128.68,3959.36,3972.97,1
4331.79,4047.18,4275.38,4125.13,4358.97,4628.21,4107.18,4623.08,4220.51,4235.9,4229.23,4296.92,4632.31,4386.67,4156.81,3993.84,4095.08,3991.55,4002.18,4163.48,3987.15,4094.29,3951.93,4025.79,4001.9,4037.74,3983.79,4109.61,4083.38,4075.01,4013.39,4168.07,4047.86,4148.18,4041.06,4004.59,4116.1,4025.59,4171.22,4108.19,4113.55,4183.71,4056.31,4147.22,3977.92,3968.06,4122.87,4094.97,4056.67,4123.06,4005.63,4190.78,4147.77,4155.83,1
4254.36,3988.72,4234.87,4105.64,4342.05,4608.21,4070.26,4593.33,4177.95,4217.44,4181.54,4253.85,4597.95,4329.23,4116.43,3975.88,3980.93,3960.05,4170.09,4121.47,3979.17,4065.65,4124.73,4055.07,4000.06,3955.45,3990.68,4064.28,3974.22,4174.27,4058.41,4118.18,4073.95,4092.64,4198.33,4025.56,3985.83,3974.93,4038.18,4037.86,4023.08,4008.33,4180.54,4095.45,4186.6,4106.89,4009.94,4190.35,4026.81,3962.22,4179.24,4136.64,4000.17,4054.95,1
4332.31,3982.56,4264.62,4106.67,4346.67,4632.31,4089.23,4609.74,4196.92,4250.26,4213.33,4287.18,4622.56,4387.69,3966.98,4100.97,4093.35,4052.42,4158.27,4173.28,4174.7,4092.02,3960.08,4151.9,4187.25,3974.22,4038.39,3970.25,4195.93,3956.77,4049.54,4084.06,4175.44,4162.53,4089.42,3985.98,4066.54,4035.52,4006.01,3953.5,4151.63,4083.44,4074.12,4151.22,3997.06,4105.74,4067.15,4097.6,3999.36,4167.57,3997.91,4058.76,3991.08,4186.7,1
4286.15,4027.18,4261.03,4110.77,4348.21,4628.72,4120,4628.21,4214.36,4233.33,4220.51,4297.95,4620,4353.85,4180.85,3956.56,4105.91,3952.55,4181.1,4019.5,4063.55,4163.37,4166.87,4008.36,4178.09,4131.46,4006.06,4017.15,4083.94,3998.49,4049.31,3984.93,4067.12,4031.0,4002.61,4015.8,4181.43,4189.6,4094.62,4011.74,3997.68,4030.68,4013.67,4093.85,4119.2,4199.96,3958.38,4193.94,4165.46,4061.82,3995.0,4103.14,4029.27,4144.28,1
4269.23,3977.95,4252.31,4111.28,4329.23,4616.92,4085.13,4614.87,4196.92,4223.08,4188.21,4267.69,4580.51,4324.62,4092.52,4047.7,4069.91,4059.42,4116.46,4135.08,4076.82,4107.23,4098.08,4082.96,4199.57,4172.56,4141.37,4082.74,4113.42,4078.97,4090.56,3960.87,3980.52,3955.22,4176.74,4125.03,4049.88,4196.98,3950.62,4060.45,4083.99,3956.78,4166.13,3998.19,4016.54,4024.01,4136.44,4014.47,4014.4,4020.17,4145.07,4114.54,4078.37,4128.5,0
4313.33,3997.44,4264.1,4128.72,4340.51,4616.92,4083.59,4600,4210.77,4237.95,4207.18,4288.72,4603.59,4352.82,4151.1,4109.9,4064.62,4096.14,4175.12,4037.72,4009.1,3999.75,4166.31,4103.94,4061.74,4043.94,4158.65,4061.75,4090.23,4187.85,3992.91,4133.59,4005.35,4080.4,4189.98,4097.94,4131.62,4068.28,4097.64,4020.82,4075.73,4165.37,4183.54,4019.69,4009.48,4068.97,4171.09,3957.5,3965.83,3983.24,4135.98,3999.12,4067.69,4009.24,0
4283.08,3999.49,4263.08,4108.72,4330.26,4610.26,4071.79,4619.49,4207.69,4230.77,4210.77,4282.56,4606.15,4364.1,4156.23,4102.22,4122.24,4175.18,4110.48,3980.49,4189.25,4058.73,4039.23,3966.15,3981.6,4067.76,3999.99,4177.44,4022.95,4004.79,4060.23,4199.57,4046.11,4027.01,4124.64,4164.86,3968.17,4114.91,4197.62,4191.06,4194.22,3959.08,4166.89,4159.35,4007.75,3993.07,4127.59,4020.55,4051.17,4155.45,3996.84,4037.06,4062.45,4124.94,1
4448.21,4100.51,4300.51,4186.67,4346.15,4610.26,4077.95,4605.13,4204.1,4268.21,4248.72,4328.72,4673.85,4497.95,4070.0,4164.92,4057.63,4035.15,4094.03,4195.38,3962.78,4017.79,4073.93,4056.38,4118.38,3968.78,4087.22,4099.29,4128.5,4099.15,3969.31,4174.18,4107.99,4188.08,4115.59,4034.85,4103.31,4071.59,4017.96,4014.41,4115.77,4166.06,4104.32,3979.48,4039.69,3966.83,3970.35,4153.64,3951.95,4026.03,4150.15,3965.25,3997.05,4059.65,0
4277.95,3962.05,4238.46,4097.95,4333.33,4608.21,4070.26,4600,4183.59,4228.72,4191.28,4261.54,4585.64,4336.41,4144.57,4130.31,4087.66,4197.11,4000.71,3962.12,4095.22,4056.97,4150.52,4002.11,4056.01,3986.23,4166.71,4055.4,3959.84,4094.27,4044.64,3971.4,4068.48,4108.98,4128.58,4180.84,3975.73,3973.87,3991.37,3966.12,4052.22,4155.41,4004.95,3968.7,3967.38,4133.01,4150.5,4024.77,4006.65,3975.52,4157.53,4120.53,4121.81,4142.47,1
4276.92,3984.62,4246.15,4106.15,4335.38,4618.46,4054.36,4632.82,4225.64,4248.21,4204.62,4274.87,4587.69,4340.51,4077.75,4062.13,4155.02,4173.87,4059.24,4143.29,3981.98,4102.45,3999.54,4149.89,3988.56,4095.33,4003.12,4194.8,4023.47,4138.93,4075.25,3990.31,3952.46,3960.67,4119.4,4107.86,3970.51,4178.19,4134.0,4174.55,3958.25,4002.7,4092.35,4199.55,4114.89,3977.92,4038.97,4024.43,4048.61,4019.53,4180.0,3992.45,4158.94,4034.13,1
4294.36,4023.59,4255.38,4123.08,4330.26,4582.56,4092.31,4612.82,4201.54,4227.18,4196.92,4277.44,4593.33,4349.74,3968.09,4162.73,4149.76,4121.4,4099.21,4056.16,3990.86,3966.28,3988.65,4195.13,4061.21,3969.29,3979.7,3972.36,4157.59,3997.23,4069.53,3952.73,4110.56,4040.88,4091.6,4172.19,4173.54,4061.99,4199.1,4180.46,4043.97,4145.45,4128.99,4195.26,3969.07,4182.04,4133.17,4066.48,4083.05,4189.35,4092.99,4136.17,4168.68,3963.77,0
4280.51,3990.77,4266.15,4091.79,4333.85,4614.87,4080,4622.05,4205.64,4235.9,4204.62,4281.03,4594.87,4344.1,3956.92,4134.98,3989.87,4047.43,4072.97,3973.39,4033.51,4144.72,4126.78,4089.9,3963.81,4004.95,4030.57,4006.29,4156.89,3984.48,3977.41,4148.08,4130.99,4112.09,4026.94,3993.57,4189.21,4083.35,4017.09,4134.81,4129.1,3975.42,4164.34,4162.63,3990.65,4077.37,4132.08,4096.79,4072.62,4069.34,4077.72,3979.88,4016.57,4142.32,0
4276.92,3987.18,4247.69,4114.36,4322.56,4596.41,4048.21,4600.51,4189.23,4210.26,4176.41,4258.46,4582.56,4337.95,4026.66,3956.17,4077.02,4162.39,4039.51,3979.56,4141.02,4148.61,3957.06,3970.3,4001.33,4072.54,4099.27,4125.25,4054.28,4068.92,3972.65,4161.31,4097.22,3965.13,3984.96,4091.04,4033.86,4036.11,4050.14,3971.54,4177.82,4096.83,4113.17,4012.16,4123.13,4195.98,4022.56,4028.72,4085.58,3990.19,4033.43,4138.51,4070.47,4015.62,1
4288.21,4023.59,4263.59,4136.41,4344.1,4636.41,4070.77,4602.05,4192.31,4236.41,4195.38,4275.9,4603.08,4343.59,4084.21,4188.9,4179.02,4063.56,4152.04,4121.39,3985.35,4034.38,4059.25,4083.12,3984.68,4092.32,4118.22,4132.71,4132.68,4119.23,4133.98,4166.55,4104.52,4051.09,4037.98,4114.88,3964.61,4067.19,4150.4,3990.18,3968.59,4115.01,4191.52,3966.0,4170.68,3961.75,4091.06,4129.93,3973.81,4165.36,4077.19,4041.67,4087.31,4099.01,0
4290.77,4007.18,4266.15,4114.87,4343.08,4626.67,4060,4624.62,4212.31,4244.62,4211.79,4286.15,4623.08,4362.56,3991.83,4029.81,3980.36,4083.04,4179.52,4163.23,3983.97,4132.06,4035.93,4029.18,3991.37,3981.93,4135.83,3982.08,4116.73,4162.25,3998.25,4145.26,4102.44,3997.65,4137.86,4028.37,4184.81,4060.3,4169.17,3961.45,4194.34,3950.78,4189.27,3970.65,4144.79,4020.34,4031.06,3969.98,4032.66,4164.91,4030.09,4085.29,4195.52,4002.19,0
4272.82,3933.85,4244.62,4085.64,4326.67,4611.28,4106.15,4640,4229.23,4241.54,4232.82,4299.49,4642.05,4353.33,4077.78,4194.89,4149.63,4148.16,4052.29,4118.9,4082.37,4027.21,3960.15,4192.15,4166.9,4163.45,4088.09,4080.21,4107.06,3999.86,4050.19,4054.9,4090.61,3979.45,4152.06,4045.7,4073.37,4042.58,4045.8,4076.15,4187.45,4053.92,4142.18,4145.16,4133.0,4197.07,4112.29,4182.16,4116.29,4009.25,3989.15,4110.29,4041.85,4041.62,1
4270.26,3949.74,4216.41,4083.59,4334.36,4601.54,4067.18,4594.87,4175.38,4217.95,4170.77,4247.18,4567.18,4317.44,4063.89,4198.24,4105.85,4138.68,4149.39,4048.18,4118.5,4169.56,4114.54,4130.88,4090.59,4144.38,4059.73,4185.11,4016.62,4033.91,4076.03,3971.54,4184.32,4182.15,4116.09,3959.06,4068.02,4002.26,4046.07,3970.87,4005.96,4107.19,4184.65,4034.42,4039.54,4063.58,4038.99,4109.1,4069.9,4096.83,4042.43,4039.94,4095.67,4163.98,1
4280,3965.13,4246.67,4105.13,4326.15,4614.36,4045.13,4612.31,4207.18,4227.18,4191.79,4270.77,4608.72,4338.46,3960.37,4142.81,4050.51,4067.17,4173.07,4045.42,4153.81,4162.44,4085.72,3996.37,4180.88,4125.19,3960.09,4193.01,4199.42,4044.02,4171.83,4040.79,4116.04,4083.41,3987.56,4048.69,4164.69,4160.24,4055.31,4192.96,3987.65,4063.57,4074.03,4115.25,4026.64,4156.58,3965.72,4069.79,4034.22,3991.39,4018.08,4177.24,3985.06,4067.47,1
4263.08,3978.46,4239.49,4097.44,4335.9,4609.74,4074.36,4602.56,4187.18,4222.05,4189.23,4260,4604.1,4341.03,4156.87,3977.28,4011.44,3993.73,3981.93,4114.81,4170.21,4191.54,3968.52,4104.2,4145.39,4004.89,4085.79,3952.57,4017.61,4057.72,4127.48,4182.74,3997.92,4151.39,3996.39,4133.56,4100.75,4111.71,3950.69,4024.78,4139.41,4021.0,3996.0,4171.3,4135.71,4137.51,3956.16,4140.19,4126.95,4148.28,4197.67,4030.7,4058.07,4044.15,1
4289.23,4009.74,4263.08,4121.54,4347.69,4617.44,4076.92,4620.51,4208.21,4234.87,4207.18,4273.33,4602.05,4367.69,4143.58,4012.41,4048.37,4028.21,4120.46,4190.5,4133.09,4102.37,4154.52,3986.79,4134.7,4041.75,3957.94,4065.19,4194.89,3961.5,4136.93,4081.22,4180.8,3978.46,4046.52,4126.58,4115.54,4032.55,3964.47,3974.98,3965.78,4006.0,4161.23,4146.93,4030.84,3992.93,4142.5,4078.56,3953.27,4145.04,4055.2,4100.71,4037.1,4096.42,1
4273.33,3996.92,4257.95,4109.74,4340.51,4626.67,4089.23,4617.95,4196.92,4210.77,4199.49,4274.87,4585.64,4326.15,4138.59,4030.31,3959.45,4191.59,4089.42,4064.71,4052.58,3971.5,4097.54,4188.53,3978.56,4005.08,4174.49,4069.2,4063.5,3953.06,4132.19,4028.84,4115.68,4041.4,4047.34,4039.57,3984.49,3977.05,4095.23,4135.62,3987.97,4159.77,4137.2,4136.17,3965.03,4116.34,4107.69,3953.37,4153.69,3965.32,3992.06,4185.63,4116.83,4053.69,0
4317.44,3968.72,4260.51,4101.54,4341.54,4600.51,4071.28,4607.69,4191.28,4231.28,4199.49,4282.05,4592.31,4372.82,4092.19,4043.89,4027.32,4078.76,4067.88,3962.2,4015.27,4011.34,3989.55,4144.71,4059.76,4131.37,4122.96,4109.56,4083.92,4076.09,3998.57,3951.47,4029.47,3973.43,4077.58,4026.67,4000.72,4153.48,4046.79,4159.2,4121.9,4033.85,4060.75,4086.03,4097.48,4039.94,4165.78,4131.82,4029.2,4131.81,4101.88,4045.21,4020.8,4076.04,1
4306.67,4028.72,4269.74,4129.23,4348.72,4624.62,4071.28,4609.74,4193.33,4224.62,4198.97,4275.9,4595.9,4353.85,4126.6,4133.53,4124.55,4009.77,3964.46,4114.68,3979.21,4172.41,4130.14,3988.95,4066.71,4072.98,4003.48,4058.31,4189.93,4188.13,4164.63,4071.18,4121.62,4045.99,3976.69,4174.24,4182.35,4064.1,4090.47,4124.4,3996.65,4178.65,4041.89,3967.79,4195.52,4033.99,3954.85,4114.97,3963.67,4183.61,3990.78,3992.13,4029.0,4128.28,0
4281.03,4001.54,4261.03,4141.03,4336.41,4622.05,4047.69,4608.72,4199.49,4228.72,4199.49,4273.85,4627.69,4338.97,4053.78,4046.94,4063.85,4095.73,4021.22,4056.64,4003.43,3956.0,4081.82,4102.41,4062.53,4048.12,4108.45,4194.27,4109.31,3974.78,4036.77,4161.26,4085.94,4052.87,4030.04,4092.23,4112.79,3963.54,4005.16,4001.8,3983.33,4198.12,3986.37,4015.34,4196.51,4040.86,4182.02,4026.63,4140.42,3968.41,3975.31,4122.06,4169.36,4054.02,1
4281.54,3960.51,4272.82,4119.49,4331.28,4621.54,4079.49,4645.64,4233.33,4245.13,4207.69,4290.77,4588.72,4344.62,4085.22,4124.12,3983.42,4072.73,4183.23,4001.85,4187.93,4028.92,4062.87,3953.33,4132.16,3961.24,4066.38,4003.39,4169.55,4007.75,4145.17,4026.37,3989.62,4182.39,4069.11,4181.78,3978.49,4121.6,4153.77,4183.15,4182.25,3967.11,4106.49,4172.85,4064.1,4145.14,4084.91,4071.32,4063.55,3952.78,4133.18,4118.48,4130.09,4152.56,1
